File,Time [MJD],Epoch,SNR,CBC RV [m/s],CBC RV Err. [m/s],CCF RV [m/s],CCF RV Err. [m/s],S Value,H-alpha Emission,H-alpha Equiv. Width [A],CCF FWHM [m/s],CCF FWHM Err. [m/s],BIS [m/s],V_span [m/s],Bi-Gaussian [m/s],Skew Normal,Date Generated
34411_200113.1071.fits,58861.32876474498,5,222.19360926903366,-2.109945297241211,0.3548850119113922,66482.89148,0.31127,0.1505395578963653,0.1746279466126704,2.269696257971751,7369.71497978698,20.23956776116588,-53.61292944061279,-50.70550506355357,3.236196583951823,-0.8054049754794838,2022-01-06T17:05:58.651
34411_200113.1077.fits,58861.37607571316,5,217.14511277023942,-1.0828876495361328,0.362322598695755,66484.13441,0.30283,0.1505395578963653,0.1733825411149096,2.281544049705412,7377.689269006036,20.20384529015314,-56.66420964282588,-53.40509599613142,3.242111290193861,-0.8110447799188394,2022-01-06T17:06:04.409
34411_200113.1078.fits,58861.38024521305,5,216.7694627940015,-0.6160114407539368,0.3586408495903015,66483.82176,0.30311,0.1505395578963653,0.1722264493896805,2.276816381221004,7377.911867164808,20.18865403325167,-57.30187344923615,-53.85105605474382,3.256049785486539,-0.00227820684045129,2022-01-06T17:06:09.961
34411_200113.1079.fits,58861.38397571618,5,216.50404153271597,-2.9904541969299316,0.3608992099761963,66482.13479,0.30305,0.1505395578963653,0.1754764526838412,2.26654388860162,7377.114952730234,20.13687198905229,-55.54156455496559,-52.60214809907484,3.198778445046628,0.00012986248873605,2022-01-06T17:06:15.460
34411_200113.1080.fits,58861.3869833104,5,216.208232960727,-0.5167680382728577,0.3274703323841095,66484.17469,0.3038,0.1505395578963653,0.1735916462811533,2.275930099456223,7380.692875737364,20.20023482063695,-56.85058028429921,-52.83275317063089,3.234798788791522,-0.00317031907862681,2022-01-06T17:06:21.092
34411_200124.1102.fits,58872.19614874917,5,216.14578413654058,0.33660072088241577,0.35168540477752686,66485.73636,0.29925999999999997,0.1509258954232086,0.1737773672139049,2.276023047399362,7382.243581393261,20.29886273887971,-58.50122169754468,-55.05755673800013,3.366775658578263,-0.00664615765364018,2022-01-06T17:06:26.480
34411_200124.1103.fits,58872.19805809367,5,216.62409838242834,1.8792246580123901,0.36876240372657776,66487.4467,0.29922,0.1509258954232086,0.1749914532049802,2.262129983789458,7382.569856058766,20.30012107475467,-56.93751747296483,-53.53581530663359,3.374771423666971,-0.00605126780815558,2022-01-06T17:06:32.022
34411_200124.1104.fits,58872.19996129505,5,217.55229256433958,-0.0871104821562767,0.37613150477409363,66485.68728,0.29834,0.1509258954232086,0.1740696005436846,2.276875426083822,7382.512715005569,20.33707788966402,-59.07600938182441,-55.51874565558683,3.376634379630559,-0.8157424273820544,2022-01-06T17:06:37.473
34411_200124.1105.fits,58872.20198651425,5,217.61663539352867,-0.4612393081188202,0.37775540351867676,66485.31567,0.29901,0.1509258954232086,0.1751544184955827,2.26733587823725,7381.149225901506,20.30166088104591,-56.94792145288375,-54.50049706888967,3.354859814819065,-0.00265580387538769,2022-01-06T17:06:42.986
34411_200202.1090.fits,58881.18684272239,5,215.05580671072335,-3.6025331020355225,0.36820635199546814,66482.50056,0.30291,0.1530183616289446,0.1737996026869371,2.272884968929696,7380.699403063179,20.35541822542529,-55.47357088346325,-52.69733772902691,3.378847275933367,-0.8083796967420344,2022-01-06T17:06:49.195
34411_200202.1091.fits,58881.18898810355,5,215.41123461880997,-0.7628095746040344,0.3593456447124481,66484.87865,0.30268,0.1530183616289446,0.1751551546291551,2.27809894895931,7383.578997022045,20.34403655733704,-56.99418958864408,-53.42233017153922,3.399128896679031,-0.00353210451597768,2022-01-06T17:06:54.503
34411_200202.1092.fits,58881.19097521676,5,215.79620015190258,0.07288192957639694,0.33111754059791565,66486.16646,0.30339,0.1530183616289446,0.1762137656972242,2.282008632462789,7380.669927679702,20.43159911403703,-57.04405724973185,-53.70819317246787,3.431662618822884,-0.8133557613816274,2022-01-06T17:07:00.187
34411_200202.1093.fits,58881.19292821674,5,214.9534833400008,-1.649686336517334,0.34928855299949646,66483.84693,0.3036,0.1530183616289446,0.1729156633454699,2.270719362497764,7380.125200485661,20.37091661028895,-57.24930294153455,-54.79044985031942,3.459465065549011,0.000939793296582039,2022-01-06T17:07:05.843
34411_200202.1094.fits,58881.19544080453,5,215.4437281519237,-0.6951552629470825,0.35115498304367065,66484.80661999999,0.30319,0.1530183616289446,0.1776181955431983,2.282876858890282,7379.123204794668,20.38357159521101,-58.47921983609558,-54.10126693159691,3.451900475018192,-0.817998621100781,2022-01-06T17:07:11.812
34411_200205.1085.fits,58884.18188028844,5,207.63910999616618,0.08219218254089355,0.3480841815471649,66486.04859,0.30765,0.1440290535596258,0.1745887815903173,2.28170750360221,7382.80845053683,20.38427774028987,-57.64275178790558,-54.39633505309757,3.443403683064389,-0.8143430160307766,2022-01-06T17:07:17.968
34411_200205.1086.fits,58884.18638445682,5,207.9519175194112,1.144843578338623,0.3488070070743561,66486.38001000001,0.30765,0.1440290535596258,0.1763116516224352,2.268327862437075,7386.386213256537,20.39952937886994,-58.71146529976977,-54.83067979905172,3.472805557728861,-0.8165074824325177,2022-01-06T17:07:23.387
34411_200205.1087.fits,58884.19138677144,5,207.61502835777569,0.24939635396003723,0.3309500515460968,66485.84107,0.3074,0.1440290535596258,0.1757202088376285,2.277838725022697,7385.470485174943,20.40887014634153,-56.59132406611752,-53.92922706967511,3.425217472627992,-0.8117942129450934,2022-01-06T17:07:28.834
34411_200205.1088.fits,58884.19733641766,5,208.02403707264216,-0.437524676322937,0.3507812023162842,66485.27708,0.30711,0.1440290535596258,0.1766678350647104,2.281048880679911,7385.680979707104,20.43895096504975,-55.86886064516148,-52.560539328304,3.419015217965352,-0.8096187056294201,2022-01-06T17:07:34.707
34411_200228.1074.fits,58907.10773945675,5,181.94779471046084,0.9605545997619629,0.39487510919570923,66486.86655,0.36063,0.1672289556929122,0.1752410909743783,2.285025860922981,7387.495496595705,20.57624221891254,-56.33827691644547,-53.04356351507886,3.521813263389049,0.000665886599473993,2022-01-06T17:07:40.387
34411_200228.1076.fits,58907.11680624878,5,113.09288218097548,4.100301265716553,0.6348915696144104,66491.02571,0.60324,0.1672289556929122,0.1760325994968487,2.27683714937963,7392.455393011532,20.91195741413786,-57.91484743596811,-54.01435213278455,3.644821536159725,-0.816149542039724,2022-01-06T17:07:46.302
34411_200228.1077.fits,58907.12729441127,5,209.4850830011531,1.9219400882720947,0.3693784773349762,66486.86570000001,0.31120000000000003,0.1672289556929122,0.1731772268398492,2.269513702025199,7386.430321129696,20.49551115788795,-55.51615754478553,-52.37992387269333,3.46454853641626,-0.8063250958751663,2022-01-06T17:07:52.155
34411_200229.1074.fits,58908.15586234474,5,219.934081033386,0.9055930376052856,0.3390018045902252,66486.84807000001,0.29762,0.1620536626720967,0.1743456281309462,2.261759415820901,7382.816824582991,20.41395422524839,-54.70756709901616,-53.15120272923377,3.535395918253926,-0.8118638916404882,2022-01-06T17:07:58.238
34411_200229.1075.fits,58908.15901689103,5,212.6617031813674,-0.892440140247345,0.34805434942245483,66484.20386,0.30807,0.1620536626720967,0.176802055310891,2.268193566589365,7385.956652711456,20.54083023208444,-57.13982402603142,-54.61497258965392,3.589410402986687,-0.8159401789592683,2022-01-06T17:08:03.730
34411_200229.1076.fits,58908.16156671975,5,212.1885953579975,-0.41490820050239563,0.35463958978652954,66485.98822,0.30865,0.1620536626720967,0.1725238793886794,2.274821657631651,7384.776956663515,20.48039598766634,-56.21703833359061,-53.25642429098662,3.572379965000437,-0.8137401993717702,2022-01-06T17:08:09.370
34411_200305.1073.fits,58913.09835537231,5,215.52262062252305,-1.588331937789917,0.35995012521743774,66483.88087000001,0.30157,0.1618681294978007,0.1745498423917769,2.274861012256347,7384.113637551593,20.48498877878212,-53.53471559102763,-51.92207673698431,3.532195716150454,-0.00095078176434712,2022-01-06T17:08:15.278
34411_200305.1074.fits,58913.09977168018,5,215.45765245170568,1.2517012357711792,0.35833749175071716,66487.15862,0.30258,0.1618681294978007,0.1717771916786306,2.27587890162087,7385.09036694117,20.39489129172922,-55.54225186040276,-52.14707468041161,3.525411803289899,-0.8083515624506601,2022-01-06T17:08:21.809
34411_200305.1075.fits,58913.10118678209,5,215.37873618349607,0.7358916401863098,0.34605875611305237,66487.06144,0.30207,0.1618681294978007,0.1719847160315139,2.278993625309488,7386.289792410993,20.49958324632738,-56.98366974276723,-53.82256252322986,3.577420313667972,0.001095123733873846,2022-01-06T17:08:27.478
34411_200803.1143.fits,59064.47350217068,5,218.20632438130662,-0.4378875494003296,0.4192257523536682,66485.49919,0.30475,0.1520090493779159,0.1719376255553255,2.280497932479578,7368.144067710602,19.46475974496131,-53.25889678212116,-50.48040796640271,2.625540546738193,0.001719815061462651,2022-01-06T17:08:33.153
34411_200803.1144.fits,59064.47800357854,5,215.75217264259473,-0.5965607166290283,0.4297317564487457,66485.52995,0.30761,0.1520090493779159,0.17211141930423,2.27677724985189,7368.0386932198,19.4319793022945,-53.16087220440386,-49.38930955957039,2.620778727563447,-0.7931241954105737,2022-01-06T17:08:38.929
34411_200804.1118.fits,59065.46905566924,5,223.2644172276451,-0.11781201511621475,0.36310145258903503,66485.30524,0.29937,0.1588472368042693,0.1701507697183293,2.286414907012905,7369.54546965796,19.50777329254274,-54.51728510631074,-51.83543743305199,2.643989619900822,-0.00020654411155076,2022-01-06T17:08:44.425
34411_200804.1119.fits,59065.4744360312,5,221.16283593768642,0.33203375339508057,0.35935530066490173,66484.86618,0.30052,0.1588472368042693,0.1736751809063583,2.276502595080309,7369.121460619501,19.54972012167095,-56.16455531478277,-52.53008374464116,2.711882793097175,-0.8075498516008495,2022-01-06T17:08:51.213
34411_200813.1135.fits,59074.48290594066,5,220.5697168697462,0.5957087874412537,0.4410347044467926,66485.56514,0.29582,0.1347885552127363,0.1713044716466731,2.293559484430058,7372.643198472541,19.55913183082783,-54.52288901922293,-51.79561654990539,2.674065039973357,-0.00173184543924668,2022-01-06T17:08:56.657
34411_200813.1136.fits,59074.48529124937,5,217.60055146988944,2.084444522857666,0.43477120995521545,66487.17324,0.30006,0.1347885552127363,0.1744373100276947,2.28778078274674,7374.062910242837,19.51765948729948,-53.24969434217201,-50.75389548281964,2.638858247999451,0.000689731929941978,2022-01-06T17:09:02.233
34411_200826.1089.fits,59087.49244744307,5,217.40515173288787,0.7072075605392456,0.44113484025001526,66485.64678000001,0.29707,0.1399611891451799,0.1726089877354564,2.292495943867106,7367.81079558575,19.37290121035458,-56.91853287970298,-51.8491830995772,2.643411451368593,-0.8025450472209301,2022-01-06T17:09:08.033
34411_200826.1090.fits,59087.49377407617,5,217.2740205362804,0.1578049510717392,0.46498164534568787,66484.98986,0.2968,0.1399611891451799,0.1763343595091667,2.293357593061721,7367.696756649761,19.37414703028161,-57.69197201277711,-53.58922579379578,2.666067280966672,-0.00263985333665647,2022-01-06T17:09:13.494
34411_200826.1091.fits,59087.49513546658,5,217.16123042569086,1.8183088302612305,0.4503494203090668,66485.98677,0.29627,0.1399611891451799,0.1740985135405727,2.299604600272783,7366.699239197549,19.38777396847369,-56.46531632826373,-52.69314856464916,2.64501236200158,0.00213748152320845,2022-01-06T17:09:19.932
34411_200827.1105.fits,59088.49046475709,5,217.45804192993185,2.7821290493011475,0.4481416642665863,66487.40764,0.29393,0.1425782057806375,0.1742906653981313,2.293683481769321,7372.70955408701,19.4421417449425,-57.24692604200391,-53.26273391552968,2.66808083684009,-0.8028691002402214,2022-01-06T17:09:25.817
34411_200827.1106.fits,59088.49178106572,5,216.57100452276615,2.6365549564361572,0.44794705510139465,66487.22603,0.29378,0.1425782057806375,0.1711898528520902,2.303810044602093,7372.258418226751,19.43353735132128,-58.66150137553632,-53.29125193809159,2.68590987205971,-0.8057255191093728,2022-01-06T17:09:31.097
34411_200827.1107.fits,59088.49314618147,5,216.52020690919358,0.22468015551567078,0.42884182929992676,66484.48392,0.29405000000000003,0.1425782057806375,0.1711857017406476,2.2879108887362,7370.407489952394,19.4531912565429,-56.47312660898024,-51.86548048524128,2.690362855239073,-0.8030193709411765,2022-01-06T17:09:36.531
34411_200829.1081.fits,59090.4819223792,5,217.2740205362804,2.453051805496216,0.3894374370574951,66487.02347,0.29507,0.1402615821153777,0.1735141772722186,2.287491453980533,7371.509318320636,19.42113115144296,-58.7297415426292,-54.00231927778805,2.736455487334752,-0.00054729507362922,2022-01-06T17:09:42.173
34411_200829.1082.fits,59090.48441053189,5,218.4925628024899,1.1333929300308228,0.38666197657585144,66485.82415,0.29361,0.1402615821153777,0.1728478170417603,2.29544819622659,7369.608251311293,19.41533434660255,-59.11309255953529,-53.55741230543936,2.705199242016533,-0.00409180003603997,2022-01-06T17:09:48.140
34411_200829.1083.fits,59090.48598503773,5,216.7094829489471,3.0652077198028564,0.4037671387195587,66487.10684000001,0.29574,0.1402615821153777,0.1731521286230946,2.28581895402421,7369.629855114326,19.42815909812355,-58.90146202937467,-53.31647498383245,2.717664015101036,-0.00284070113210166,2022-01-06T17:09:53.847
34411_200903.1128.fits,59095.49924140774,5,243.6801181877586,5.195010185241699,0.3463684320449829,66490.48347,0.32466,,0.1738799011089723,2.271137009078101,7328.689832153416,19.98539396817695,-52.58503727675998,-47.11611773923505,1.954193418190698,-0.795652103600748,2022-01-06T17:09:59.508
34411_200903.1129.fits,59095.50089552189,5,235.93007438645884,3.982226610183716,0.34470194578170776,66488.72649,0.3293,,0.1717338461467969,2.274750527417229,7349.678238393211,20.12750843151027,-55.97470475932641,-49.97254159426666,2.138729316720855,-0.8058742462657779,2022-01-06T17:10:05.350
34411_200905.1086.fits,59097.4869246484,5,218.8241302964552,2.931725025177002,0.3813764452934265,66488.55652,0.29023,0.1470866404182399,0.1723600121148336,2.289724485125233,7372.42290248262,19.41844714224211,-58.51335719929193,-53.90538968861802,2.70826451384346,-0.8112353462263114,2022-01-06T17:10:11.060
34411_200905.1087.fits,59097.49045999267,5,219.46070263261257,3.2668402194976807,0.3558619022369385,66488.28947999999,0.28966000000000003,0.1470866404182399,0.1727759661503447,2.282957977092376,7372.489964623352,19.44587875445137,-58.53192130304524,-54.47079468955053,2.697124542522943,-0.8100175708247629,2022-01-06T17:10:16.824
34411_200905.1088.fits,59097.49392296541,5,219.27152117865194,3.9914627075195312,0.3922998905181885,66488.47388,0.28968,0.1470866404182399,0.1737637184063483,2.276313323181426,7373.490712967242,19.42645615644364,-58.01821752364049,-54.59641485288739,2.705289210585761,-0.8102618817153326,2022-01-06T17:10:23.150
34411_200906.1128.fits,59098.49641426033,5,204.72908928630537,3.560842752456665,0.37735268473625183,66487.5957,0.30654,0.1394296428362869,0.1735250045208807,2.275293803805191,7370.872928939334,19.55556370324247,-59.87902854994172,-54.86819012108026,2.783484294239315,-0.8154742847166768,2022-01-06T17:10:28.722
34411_200906.1129.fits,59098.49837303485,5,205.11947737842937,4.678674221038818,0.3789272606372833,66488.7588,0.30625,0.1394296428362869,0.1717342967782194,2.28116587724015,7370.190923442194,19.5427855576696,-59.37709519638156,-54.45778057168354,2.769728821789613,-0.00059717754925603,2022-01-06T17:10:34.295
34411_200906.1130.fits,59098.50022824726,5,205.84703058339218,3.762836217880249,0.36306968331336975,66487.02673,0.30471,0.1394296428362869,0.1727380771573079,2.286948352745475,7369.927211120784,19.53656334970682,-58.43368257458496,-54.77483293715341,2.783226914601983,-0.8159657639658014,2022-01-06T17:10:39.973
34411_200907.1088.fits,59099.486301811,5,200.4120754844877,1.1406344175338745,0.3661060631275177,66484.94483,0.31024999999999997,0.1392873621036878,0.1750592180337036,2.283651612822502,7371.756279837404,19.51649939890078,-57.91465605115809,-52.94116300944006,2.712109737069113,-0.807685560732875,2022-01-06T17:10:45.589
34411_200907.1089.fits,59099.48768630355,5,202.8151868080889,1.8497834205627441,0.37953972816467285,66485.89258,0.30787,0.1392873621036878,0.1748159235124312,2.283477004529586,7373.905498311266,19.49156494651814,-57.63536369104986,-55.05789832129085,2.726648040275904,-0.8138309186459596,2022-01-06T17:10:52.326
34411_200917.1092.fits,59109.47764479666,5,220.33383761919094,1.6326279640197754,0.35483986139297485,66486.68223,0.2915,0.143282898759116,0.1711878312647631,2.291213411058227,7373.389883003347,19.48353481138822,-58.78095757843403,-53.63614744988445,2.742997755412944,0.00052874885851861,2022-01-06T17:10:57.735
34411_200917.1093.fits,59109.47926412001,5,219.9181665983963,5.007987976074219,0.3748846650123596,66490.24156000001,0.29107,0.143282898759116,0.1722927771909964,2.291427390533002,7374.064994966112,19.55324924230797,-58.64503539243015,-54.74074843223207,2.759968462632969,-0.8159693044026795,2022-01-06T17:11:03.307
34411_200917.1094.fits,59109.48106183785,5,221.17640018772346,3.8991777896881104,0.3668477535247803,66488.62183,0.29035,0.143282898759116,0.1721601370154684,2.284680589909622,7373.339209708778,19.50585041768181,-59.0739020666224,-53.94790854254097,2.731099969169009,-0.8135630934490651,2022-01-06T17:11:08.818
34411_200926.1117.fits,59118.47099492965,5,215.05813167606567,2.931272506713867,0.36315178871154785,66486.69958,0.29546,0.1388208264503656,0.1733777751228261,2.286544200225114,7374.993864034411,19.570434005829,-60.6779163954925,-56.03705143286788,2.79010904149618,-0.8197763452517675,2022-01-06T17:11:14.665
34411_200926.1118.fits,59118.47243310328,5,216.58023917246004,3.147540807723999,0.37187454104423523,66486.6961,0.29369,0.1388208264503656,0.1738348467874784,2.287858152979818,7374.139726764622,19.60651668575323,-61.09074400646205,-56.12461368390359,2.782856031204574,-0.00019813552726114,2022-01-06T17:11:21.212
34411_200926.1119.fits,59118.47384788455,5,216.38391807156094,2.7178215980529785,0.3809933066368103,66487.10229000001,0.29405000000000003,0.1388208264503656,0.1711722346424301,2.282779723453703,7373.731727802188,19.54014784202083,-59.28355385840405,-54.28932051692391,2.748197767330566,-0.815582585095768,2022-01-06T17:11:26.828
34411_200927.1117.fits,59119.46819776062,5,216.22673285234646,0.7545989155769348,0.3337956368923187,66485.03714,0.29405000000000003,0.1440247397133634,0.171921738427903,2.284279289289833,7371.292337245067,19.50125970009256,-59.86999130379991,-56.26923644500494,2.788124414088088,-0.8193857226787534,2022-01-06T17:11:32.414
34411_200927.1118.fits,59119.46970965985,5,216.14347087062333,4.005492210388184,0.3360988199710846,66488.13394,0.29399000000000003,0.1440247397133634,0.1720569734473387,2.286935241712543,7371.010303582711,19.53179626334875,-61.444416713377,-57.16062620845332,2.794646477617789,-0.8196015630672592,2022-01-06T17:11:38.030
34411_200927.1119.fits,59119.47123672287,5,216.2498554912812,2.816002368927002,0.36142998933792114,66486.28301,0.29445,0.1440247397133634,0.173706998835808,2.281196936412659,7373.9398867624,19.48868664793422,-61.09392886659771,-55.90985259269655,2.804030334766139,-0.8210761013726039,2022-01-06T17:11:43.741
34411_200928.1178.fits,59120.4908092074,5,219.18941580286216,3.109025001525879,0.35740557312965393,66486.93190000001,0.29281,0.1447546769098177,0.1734862546912922,2.285536763174575,7371.700180392319,19.3886063400761,-59.34062758024083,-53.82337360882957,2.724753873771988,0.00093598773305497,2022-01-06T17:11:50.088
34411_200928.1179.fits,59120.49303620464,5,218.63668493644886,-0.6521473526954651,0.34913450479507446,66483.31025000001,0.29275,0.1447546769098177,0.1749462155945104,2.283159767187567,7370.248880991885,19.37919403350096,-57.973479562992,-53.1311672898737,2.684776388268801,-0.8078354995298119,2022-01-06T17:11:55.583
34411_200928.1180.fits,59120.49523895216,5,217.96559361513917,3.416529893875122,0.3519766926765442,66487.32469,0.29379,0.1447546769098177,0.1721710711697548,2.28573912963398,7371.571819688735,19.48740056862735,-58.8692996991158,-54.23856007860741,2.745019263486029,-0.8152880366513623,2022-01-06T17:12:01.394
34411_200929.1112.fits,59121.44847038693,5,217.7865927921184,1.4725754261016846,0.36072367429733276,66486.14242999999,0.29353,0.1425842138452845,0.1733349793357751,2.285593696264284,7373.390621844673,19.49195317521213,-57.26028354551818,-53.22589162450458,2.725902798920288,-0.8117537220942155,2022-01-06T17:12:06.915
34411_200929.1113.fits,59121.44997625892,5,219.02282986026822,1.3669590950012207,0.3652190864086151,66485.27307,0.29308,0.1425842138452845,0.1728669446406385,2.294323149267283,7373.199301482652,19.54117317556102,-59.43149409312173,-54.36099855473731,2.749271452907124,-0.8154411620138873,2022-01-06T17:12:12.506
34411_200929.1114.fits,59121.45154157196,5,217.60055146988944,0.15407732129096985,0.34413522481918335,66484.08237,0.29318,0.1425842138452845,0.173524974669078,2.295322497236914,7373.204724739683,19.54155023439958,-59.73654590190563,-54.85248778181267,2.760150938891456,-0.8163517108358506,2022-01-06T17:12:18.542
34411_200930.1123.fits,59122.45844452168,5,212.86380622360392,3.6199073791503906,0.36285340785980225,66487.62052,0.29780999999999996,0.1465103064160075,0.1757792711185091,2.275275396730026,7374.223426204307,19.538697619472,-59.64036419734475,-54.72679028252605,2.78127299726475,-0.8167199747198145,2022-01-06T17:12:24.108
34411_200930.1124.fits,59122.45939261068,5,213.9485919561052,3.2128007411956787,0.35421380400657654,66487.06557,0.2968,0.1465103064160075,0.1759405303681117,2.280372454185721,7376.155782353794,19.54398397299863,-59.1457409629802,-54.38501355964399,2.776222789470921,-0.00539391480879301,2022-01-06T17:12:29.513
34411_200930.1125.fits,59122.46036559108,5,214.52738752895866,0.024640485644340515,0.3381965160369873,66484.64206,0.29599,0.1465103064160075,0.1756491657556556,2.278623717365021,7377.17597546861,19.59853501838725,-58.49022871619673,-54.1964155267051,2.754188359307591,-0.8111529078601476,2022-01-06T17:12:35.299
34411_201001.1138.fits,59123.51647817473,5,214.2498541423074,1.7115896940231323,0.3632979393005371,66486.32665,0.3012,0.1484647252502464,0.172032925050597,2.276934285224446,7369.697470977594,19.52079104051149,-58.97957175006741,-54.5970691700204,2.768160771505791,-0.8169138258188622,2022-01-06T17:12:41.275
34411_201001.1139.fits,59123.51766705346,5,215.3810576629245,2.0684690475463867,0.35533684492111206,66486.62338,0.29934,0.1484647252502464,0.1747077812673206,2.28253409036412,7368.753231889335,19.43076501510957,-57.98846042723744,-54.54296889709076,2.730211745540146,-0.8141322573606147,2022-01-06T17:12:47.019
34411_201001.1140.fits,59123.51882989376,5,214.2545215392198,0.377846896648407,0.35713502764701843,66484.06668999999,0.30127,0.1484647252502464,0.1736620055952433,2.282483235891061,7371.161436300123,19.42611028256459,-59.01675278837502,-54.59889762738021,2.767608790658414,-0.8152555241953101,2022-01-06T17:12:52.494
34411_201002.1182.fits,59124.49045361409,5,216.1689154342039,0.5424545407295227,0.3287753462791443,66484.90365000001,0.29346,0.1435880324095338,0.175880530157395,2.282331070887917,7373.302724428902,19.51579677011872,-59.05452513851924,-55.08420892403228,2.786224502837285,-0.8180651243201494,2022-01-06T17:12:58.022
34411_201002.1183.fits,59124.49177237193,5,213.7755832643195,2.8080263137817383,0.34750810265541077,66486.90323,0.29602,0.1435880324095338,0.1729622045941044,2.272273870838379,7374.157836441527,19.54122334847164,-59.47341993213922,-55.36368272094114,2.812269400455989,-0.00222538346527581,2022-01-06T17:13:03.802
34411_201002.1184.fits,59124.49304851372,5,215.61307938063499,1.720888376235962,0.35511696338653564,66485.90972,0.29422,0.1435880324095338,0.1738876512679459,2.278728620666342,7372.857210354266,19.52049861793873,-60.06008087562805,-55.24835360924772,2.791809267000644,-0.8182469488901168,2022-01-06T17:13:09.747
34411_201010.1151.fits,59132.48846920632,5,219.44703233354514,1.1908336877822876,0.35623958706855774,66485.34896999999,0.29344000000000003,0.1395096355356945,0.1716076227557974,2.282506316885137,7371.36495006416,19.44362072911234,-59.27125515312946,-54.34429085225565,2.744109319770359,-0.00055301640456413,2022-01-06T17:13:15.293
34411_201010.1152.fits,59132.48964548819,5,219.88406035909014,2.012178421020508,0.34660014510154724,66486.19178000001,0.29306,0.1395096355356945,0.1730008268763443,2.288533512661635,7370.233111387072,19.45961337848488,-57.38851140142651,-53.70295781985624,2.752749631123152,-0.8121032235263334,2022-01-06T17:13:21.702
34411_201010.1153.fits,59132.49081441057,5,218.89266776207924,2.5751965045928955,0.3615955710411072,66486.38523,0.29584,0.1395096355356945,0.1723028154469404,2.273491990621519,7371.32567625945,19.46848393312738,-59.11360993851849,-54.88577783346409,2.81786022108281,-0.8169227771631062,2022-01-06T17:13:27.403
34411_201013.1091.fits,59135.47451075873,5,210.66561181170505,4.917303085327148,0.35130858421325684,66489.31871,0.30254000000000003,0.1478500940801536,0.1710019264315953,2.280892629044519,7371.684661679406,19.48785560197841,-59.57265434216242,-55.3893314414745,2.806965227369801,-0.8163652104548349,2022-01-06T17:13:33.214
34411_201013.1092.fits,59135.47558011521,5,216.790221181676,2.9660634994506836,0.3121080696582794,66487.01942,0.2961,0.1478500940801536,0.1752864113885197,2.275035438568705,7374.40731041017,19.53306038504265,-59.56462627585279,-53.54256545104727,2.772951712628128,-0.00033799846355014,2022-01-06T17:13:38.909
34411_201013.1093.fits,59135.47665583406,5,211.45448682872635,-0.09665992856025696,0.35712817311286926,66483.52141,0.30183,0.1478500940801536,0.1719839782612781,2.269572524546822,7373.302775019904,19.47273117936372,-60.76797086780425,-54.990157571694,2.803281762477127,0.000193690251327277,2022-01-06T17:13:44.526
34411_201024.1129.fits,59146.26922681251,5,217.19806628973473,-1.0221983194351196,0.3902361989021301,66483.16113,0.29384,0.1392593818628736,0.1779125407071524,2.268860603192443,7375.789556410998,19.53100989302637,-56.31081936442934,-52.83292798494222,2.742176957719494,-0.0024691953618041,2022-01-06T17:13:50.336
34411_201024.1130.fits,59146.27163551365,5,216.54329821077354,1.0452783107757568,0.38468557596206665,66484.4036,0.29486,0.1392593818628736,0.1729188295197401,2.272944359899561,7376.702136116331,19.63187884692762,-56.85904346310417,-53.67035986906558,2.777920040593017,-0.8088335446714696,2022-01-06T17:13:56.068
34411_201024.1131.fits,59146.27384987855,5,216.13653092432108,-1.2832871675491333,0.3724280595779419,66482.7418,0.29466000000000003,0.1392593818628736,0.173718762219444,2.270741888261051,7377.105432217427,19.58056047619649,-55.27239125562483,-52.38577925421123,2.730548334060586,-0.8035416992060698,2022-01-06T17:14:01.739
34411_201024.1132.fits,59146.27607893101,5,217.80495862123985,-0.05826409161090851,0.3671322464942932,66484.10426,0.2942,0.1392593818628736,0.171171134653613,2.28487506090475,7376.541064216991,19.60970640124962,-56.21128267423774,-53.10477895702934,2.752192207088228,-0.8063434139017948,2022-01-06T17:14:07.431
34411_201024.1133.fits,59146.27836671792,5,216.9469981354893,-1.1249245405197144,0.356370747089386,66483.17361,0.29445,0.1392593818628736,0.1728830598917568,2.26826295166867,7376.85883815019,19.56194828301023,-56.00278597514261,-53.24895680251939,2.742472260943032,-0.8054825831842891,2022-01-06T17:14:13.068
34411_201030.1156.fits,59152.42150089028,5,218.51315749858176,-1.6783808469772339,0.3579352796077728,66481.36692,0.29644,0.1416498197438394,0.1716544440852999,2.269261434362948,7384.35016606196,19.58063883080124,-60.66538356334786,-55.38159614098549,2.867703538620844,-0.8170666526725219,2022-01-06T17:14:19.445
34411_201030.1157.fits,59152.42314657641,5,216.46246787838302,-3.945138931274414,0.3819429874420166,66479.86846,0.29841999999999996,0.1416498197438394,0.1742865847214203,2.263334282002147,7385.771094484197,19.62715954965126,-60.84435671777464,-55.35700333904242,2.8615488216019,-0.00089422292437662,2022-01-06T17:14:24.849
34411_201030.1158.fits,59152.42486863929,5,217.29012862990348,-1.982548475265503,0.38668444752693176,66480.94519,0.29761,0.1416498197438394,0.1715950505179779,2.26266431995381,7384.729292958388,19.55068016465096,-60.16207019623835,-55.23631436740106,2.852139722104766,-0.8145847481059743,2022-01-06T17:14:30.603
